fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
9.6;0.41;0.37;2.3;0.091;10;23;0.99786;3.24;0.56;10.5;5;Australia;Australia Other;Australia;;Sauvignon Blanc;Evans & Tate
8.4;0.36;0.32;2.2;0.081;32;79;0.9964;3.3;0.72;11;6;Portugal;Tejo;;;Portuguese White;Falua
8.4;0.62;0.12;1.8;0.072;38;46;0.99504;3.38;0.89;11.8;6;Argentina;Mendoza Province;Tupungato;;Sauvignon Blanc;Finca Sophenia
6.8;0.41;0.31;8.8;0.084;26;45;0.99824;3.38;0.64;10.1;6;Portugal;Tejo;;;Tinta Miúda;Fiuza
8.6;0.47;0.27;2.3;0.055;14;28;0.99516;3.18;0.8;11.2;5;Australia;South Australia;Adelaide Hills;;Sauvignon Blanc;Sidewood
8.6;0.22;0.36;1.9;0.064;53;77;0.99604;3.47;0.87;11;7;US;California;Shenandoah Valley (CA);Sierra Foothills;Muscat Blanc à Petits Grains;Terre Rouge
9.4;0.24;0.33;2.3;0.061;52;73;0.99786;3.47;0.9;10.2;6;Argentina;Mendoza Province;Tupungato;;Malbec;Antonio Mas
8.4;0.67;0.19;2.2;0.093;11;75;0.99736;3.2;0.59;9.2;4;Portugal;Vinho Verde;;;Portuguese Sparkling;Aveleda
8.6;0.47;0.27;2.3;0.055;14;28;0.99516;3.18;0.8;11.2;5;Italy;Piedmont;Barbaresco;;Nebbiolo;Battaglio
8.7;0.33;0.38;3.3;0.063;10;19;0.99468;3.3;0.73;12;7;US;California;Amador County;Sierra Foothills;Zinfandel;Bella Grace
6.6;0.61;0.01;1.9;0.08;8;25;0.99746;3.69;0.73;10.5;5;Argentina;Mendoza Province;Mendoza;;Malbec;Bodega Calle
7.4;0.61;0.01;2;0.074;13;38;0.99748;3.48;0.65;9.8;5;Italy;Piedmont;Barolo;;Nebbiolo;Borgogno F.lli Serio e Battista
7.6;0.4;0.29;1.9;0.078;29;66;0.9971;3.45;0.59;9.5;6;France;Bordeaux;Blaye Côtes de Bordeaux;;Bordeaux-style Red Blend;Château les Petits Arnauds
7.4;0.61;0.01;2;0.074;13;38;0.99748;3.48;0.65;9.8;5;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château Mougneaux
6.6;0.61;0.01;1.9;0.08;8;25;0.99746;3.69;0.73;10.5;5;France;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Château Saintongey
8.8;0.3;0.38;2.3;0.06;19;72;0.99543;3.39;0.72;11.8;6;France;Bordeaux;Blaye Côtes de Bordeaux;;Bordeaux-style Red Blend;Château Ségonzac
8.8;0.3;0.38;2.3;0.06;19;72;0.99543;3.39;0.72;11.8;6;US;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Chehalem
12;0.63;0.5;1.4;0.071;6;26;0.99791;3.07;0.6;10.4;4;US;Oregon;Dundee Hills;Willamette Valley;Pinot Blanc;Chehalem
7.2;0.38;0.38;2.8;0.068;23;42;0.99356;3.34;0.72;12.9;7;Spain;Northern Spain;Rioja;;Tempranillo;Covila
6.2;0.46;0.17;1.6;0.073;7;11;0.99425;3.61;0.54;11.4;5;US;California;Livermore Valley;Central Coast;Bordeaux-style Red Blend;Cuda Ridge Wines
9.6;0.33;0.52;2.2;0.074;13;25;0.99509;3.36;0.76;12.4;7;France;Champagne;Champagne;;Champagne Blend;Duménil
9.9;0.27;0.49;5;0.082;9;17;0.99484;3.19;0.52;12.5;7;Spain;Levante;Jumilla;;Monastrell;Ego Bodegas
10.1;0.43;0.4;2.6;0.092;13;52;0.99834;3.22;0.64;10;7;US;California;Russian River Valley;Sonoma;Pinot Noir;Ektimo Vineyards
9.8;0.5;0.34;2.3;0.094;10;45;0.99864;3.24;0.6;9.7;7;Spain;Northern Spain;Rioja;;Tempranillo Blend;Finca del Marquesado
8.3;0.3;0.49;3.8;0.09;11;24;0.99498;3.27;0.64;12.1;7;US;Oregon;Rogue Valley;Southern Oregon;Viognier;Folin Cellars
10.2;0.44;0.42;2;0.071;7;20;0.99566;3.14;0.79;11.1;7;US;California;Sonoma County;Sonoma;Chardonnay;Francis Coppola
10.2;0.44;0.58;4.1;0.092;11;24;0.99745;3.29;0.99;12;7;US;California;Rutherford;Napa;Sangiovese;Frank Family
8.3;0.28;0.48;2.1;0.093;6;12;0.99408;3.26;0.62;12.4;7;Portugal;Douro;;;Portuguese Red;Real Companhia Velha
8.9;0.12;0.45;1.8;0.075;10;21;0.99552;3.41;0.76;11.9;7;Portugal;Alentejano;;;Portuguese Red;Santos & Seixo
8.9;0.12;0.45;1.8;0.075;10;21;0.99552;3.41;0.76;11.9;7;Italy;Piedmont;Coste della Sesia;;Nebbiolo;Travaglini
8.9;0.12;0.45;1.8;0.075;10;21;0.99552;3.41;0.76;11.9;7;US;California;Los Carneros;Napa-Sonoma;Chardonnay;Vine Cliff
8.3;0.28;0.48;2.1;0.093;6;12;0.99408;3.26;0.62;12.4;7;US;California;Yorkville Highlands;North Coast;Petit Verdot;Yorkville Cellars
8.2;0.31;0.4;2.2;0.058;6;10;0.99536;3.31;0.68;11.2;7;Spain;Catalonia;Penedès;;Xarel-lo;Agustí Torelló Mata
10.2;0.34;0.48;2.1;0.052;5;9;0.99458;3.2;0.69;12.1;7;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Amalie Robert
7.6;0.43;0.4;2.7;0.082;6;11;0.99538;3.44;0.54;12.2;6;US;California;Lodi;Central Valley;Cabernet Sauvignon;Archgate Cellars
8.5;0.21;0.52;1.9;0.09;9;23;0.99648;3.36;0.67;10.4;5;Italy;Piedmont;Barolo;;Nebbiolo;Bersano
9;0.36;0.52;2.1;0.111;5;10;0.99568;3.31;0.62;11.3;6;Italy;Southern Italy;Greco di Tufo;;Greco;Cantine di Marzo
9.5;0.37;0.52;2;0.088;12;51;0.99613;3.29;0.58;11.1;6;US;California;Russian River Valley;Sonoma;Sauvignon Blanc;Carica
6.4;0.57;0.12;2.3;0.12;25;36;0.99519;3.47;0.71;11.3;7;Spain;Northern Spain;Cariñena;;Rosé;Ignacio Marín
8;0.59;0.05;2;0.089;12;32;0.99735;3.36;0.61;10;5;France;Champagne;Champagne;;Champagne Blend;Jacquart
8.5;0.47;0.27;1.9;0.058;18;38;0.99518;3.16;0.85;11.1;6;France;Bordeaux;Blaye Côtes de Bordeaux;;Bordeaux-style Red Blend;Château Cap Saint-Martin
7.1;0.56;0.14;1.6;0.078;7;18;0.99592;3.27;0.62;9.3;5;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château de Bel
6.6;0.57;0.02;2.1;0.115;6;16;0.99654;3.38;0.69;9.5;5;France;Champagne;Champagne;;Champagne Blend;Vranken
8.8;0.27;0.39;2;0.1;20;27;0.99546;3.15;0.69;11.2;6;France;Bordeaux;Graves;;Bordeaux-style Red Blend;Château Pavillon de Boyrein
8.5;0.47;0.27;1.9;0.058;18;38;0.99518;3.16;0.85;11.1;6;Italy;Lombardy;Lugana;;Trebbiano;Fabiano
8.3;0.34;0.4;2.4;0.065;24;48;0.99554;3.34;0.86;11;6;Italy;Southern Italy;Primitivo di Manduria;;Primitivo;Vinosia
9;0.38;0.41;2.4;0.103;6;10;0.99604;3.13;0.58;11.9;7;New Zealand;Marlborough;;;Sauvignon Blanc;Kono
8.5;0.66;0.2;2.1;0.097;23;113;0.99733;3.13;0.48;9.2;5;Chile;Casablanca Valley;;;Chardonnay;Santa Ema
9;0.4;0.43;2.4;0.068;29;46;0.9943;3.2;0.6;12.2;6;Italy;Veneto;Bardolino Classico;;Rosé;Tommasi
6.7;0.56;0.09;2.9;0.079;7;22;0.99669;3.46;0.61;10.2;5;Chile;Maipo Valley;;;Carmenère;Morandé
10.4;0.26;0.48;1.9;0.066;6;10;0.99724;3.33;0.87;10.9;6;US;California;California;California Other;Cabernet Sauvignon;One Hope
10.4;0.26;0.48;1.9;0.066;6;10;0.99724;3.33;0.87;10.9;6;France;Champagne;Champagne;;Champagne Blend;Pommery
10.1;0.38;0.5;2.4;0.104;6;13;0.99643;3.22;0.65;11.6;7;US;California;Clarksburg;Central Valley;Viognier;Saddleback
8.5;0.34;0.44;1.7;0.079;6;12;0.99605;3.52;0.63;10.7;5;US;California;Alexander Valley;Sonoma;Syrah;Alexander Valley Vineyards
8.8;0.33;0.41;5.9;0.073;7;13;0.99658;3.3;0.62;12.1;7;US;Washington;Walla Walla Valley (WA);Columbia Valley;Red Blend;Covington
7.2;0.41;0.3;2.1;0.083;35;72;0.997;3.44;0.52;9.4;5;Italy;Sicily & Sardinia;Sicilia;;Pinot Noir;Feudo Montoni
7.2;0.41;0.3;2.1;0.083;35;72;0.997;3.44;0.52;9.4;5;US;California;California;California Other;White Blend;Kendall-Jackson
8.4;0.59;0.29;2.6;0.109;31;119;0.99801;3.15;0.5;9.1;5;US;California;Suisun Valley;North Coast;Viognier;Ledgewood Creek
7;0.4;0.32;3.6;0.061;9;29;0.99416;3.28;0.49;11.3;7;US;California;North Coast;North Coast;White Blend;X
12.2;0.45;0.49;1.4;0.075;3;6;0.9969;3.13;0.63;10.4;5;France;Bordeaux;Bordeaux Blanc;;Sauvignon Blanc;Château Lamothe-Vincent
9.1;0.5;0.3;1.9;0.065;8;17;0.99774;3.32;0.71;10.5;6;Italy;Veneto;Amarone della Valpolicella Classico;;Corvina, Rondinella, Molinara;Montresor
9.5;0.86;0.26;1.9;0.079;13;28;0.99712;3.25;0.62;10;5;France;Bordeaux;Bordeaux Blanc;;Sauvignon Blanc;Yvon Mau
7.3;0.52;0.32;2.1;0.07;51;70;0.99418;3.34;0.82;12.9;6;Italy;Veneto;Piave;;Cabernet Sauvignon;Bellenda
9.1;0.5;0.3;1.9;0.065;8;17;0.99774;3.32;0.71;10.5;6;US;California;Anderson Valley;;Gewürztraminer;Breggo
12.2;0.45;0.49;1.4;0.075;3;6;0.9969;3.13;0.63;10.4;5;Romania;Dealu Mare;;;Red Blend;Byzantium
7.4;0.58;0;2;0.064;7;11;0.99562;3.45;0.58;11.3;6;Argentina;Mendoza Province;Mendoza;;Cabernet Sauvignon;Pascual Toso
9.8;0.34;0.39;1.4;0.066;3;7;0.9947;3.19;0.55;11.4;7;Portugal;Port;;;Port;Quinta de la Rosa
7.1;0.36;0.3;1.6;0.08;35;70;0.99693;3.44;0.5;9.4;5;Australia;South Australia;Barossa Valley;;Viognier;Sieber Rd
7.7;0.39;0.12;1.7;0.097;19;27;0.99596;3.16;0.49;9.4;5;US;Oregon;Oregon;Oregon Other;Pinot Gris;Lachini
9.7;0.295;0.4;1.5;0.073;14;21;0.99556;3.14;0.51;10.9;6;Spain;Northern Spain;Vino de la Tierra de Castilla y León;;Tempranillo Blend;Mauro
7.7;0.39;0.12;1.7;0.097;19;27;0.99596;3.16;0.49;9.4;5;US;California;California;California Other;Sauvignon Blanc;Dancing Bull
7.1;0.34;0.28;2;0.082;31;68;0.99694;3.45;0.48;9.4;5;France;Southwest France;Vin de Pays des Côtes de Gascogne;;Bordeaux-style Red Blend;Domaine de Mirail
6.5;0.4;0.1;2;0.076;30;47;0.99554;3.36;0.48;9.4;6;France;Southwest France;Gaillac;;Red Blend;Domaine des Terrisses
7.1;0.34;0.28;2;0.082;31;68;0.99694;3.45;0.48;9.4;5;France;Southwest France;Vin de Pays des Côtes de Gascogne;;Chenin Blanc-Chardonnay;Domaine du Tariquet
10;0.35;0.45;2.5;0.092;20;88;0.99918;3.15;0.43;9.4;5;France;Loire Valley;Sancerre;;Sauvignon Blanc;Fournier Père et Fils
7.7;0.6;0.06;2;0.079;19;41;0.99697;3.39;0.62;10.1;6;Italy;Sicily & Sardinia;Sicilia;;White Blend;Benanti
5.6;0.66;0;2.2;0.087;3;11;0.99378;3.71;0.63;12.8;7;Italy;Sicily & Sardinia;Sicilia;;Syrah;Caruso & Minini
5.6;0.66;0;2.2;0.087;3;11;0.99378;3.71;0.63;12.8;7;Australia;South Australia;Barossa;;Shiraz;Yalumba
8.9;0.84;0.34;1.4;0.05;4;10;0.99554;3.12;0.48;9.1;6;US;Oregon;Dundee Hills;Willamette Valley;Pinot Gris;The Four Graces
6.4;0.69;0;1.65;0.055;7;12;0.99162;3.47;0.53;12.9;6;US;Oregon;Willamette Valley;Willamette Valley;Riesling;Amity
7.5;0.43;0.3;2.2;0.062;6;12;0.99495;3.44;0.72;11.5;7;US;Oregon;Rogue Valley;Southern Oregon;Cabernet Sauvignon;Arcane Cellars
9.9;0.35;0.38;1.5;0.058;31;47;0.99676;3.26;0.82;10.6;7;Italy;Sicily & Sardinia;Etna;;Nerello Mascalese;Benanti
9.1;0.29;0.33;2.05;0.063;13;27;0.99516;3.26;0.84;11.7;7;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Benton-Lane
6.8;0.36;0.32;1.8;0.067;4;8;0.9928;3.36;0.55;12.8;7;France;Southwest France;Montravel;;Bordeaux-style Red Blend;Château Puy-Servain
8.2;0.43;0.29;1.6;0.081;27;45;0.99603;3.25;0.54;10.3;5;France;Southwest France;Montravel;;Bordeaux-style White Blend;Château Puy-Servain
6.8;0.36;0.32;1.8;0.067;4;8;0.9928;3.36;0.55;12.8;7;France;Loire Valley;Quincy;;Sauvignon Blanc;Domaine Philippe Portier
9.1;0.29;0.33;2.05;0.063;13;27;0.99516;3.26;0.84;11.7;7;US;Oregon;Eola-Amity Hills;Willamette Valley;Pinot Noir;Expression 44°
9.1;0.3;0.34;2;0.064;12;25;0.99516;3.26;0.84;11.7;7;France;Loire Valley;Pouilly-Fumé;;Sauvignon Blanc;Fournier Père et Fils
8.9;0.35;0.4;3.6;0.11;12;24;0.99549;3.23;0.7;12;7;Australia;South Australia;Coonawarra;;Shiraz;Nick Faldo
9.6;0.5;0.36;2.8;0.116;26;55;0.99722;3.18;0.68;10.9;5;Chile;Maipo Valley;;;Cabernet Sauvignon;Tarapaca
8.9;0.28;0.45;1.7;0.067;7;12;0.99354;3.25;0.55;12.3;7;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;The Four Graces
8.9;0.32;0.31;2;0.088;12;19;0.9957;3.17;0.55;10.4;6;US;New York;Finger Lakes;Finger Lakes;Pinot Gris;Hunt Country Vineyards
7.7;1.005;0.15;2.1;0.102;11;32;0.99604;3.23;0.48;10;5;Italy;Sicily & Sardinia;Etna;;Red Blend;Antichi Vinai 1877
7.5;0.71;0;1.6;0.092;22;31;0.99635;3.38;0.58;10;6;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Baglio di Pianetto
8;0.58;0.16;2;0.12;3;7;0.99454;3.22;0.58;11.2;6;US;California;Paso Robles;Central Coast;Rhône-style Red Blend;Brecon Estate
10.5;0.39;0.46;2.2;0.075;14;27;0.99598;3.06;0.84;11.4;6;US;California;Temecula Valley;South Coast;Red Blend;Callaway
8.9;0.38;0.4;2.2;0.068;12;28;0.99486;3.27;0.75;12.6;7;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Casa di Grazia
8;0.18;0.37;0.9;0.049;36;109;0.99007;2.89;0.44;12.7;6;Italy;Sicily & Sardinia;Sicilia;;Grillo;Casa di Grazia
8;0.18;0.37;0.9;0.049;36;109;0.99007;2.89;0.44;12.7;6;France;Alsace;Alsace;;Gewürztraminer;Ruhlmann
7;0.5;0.14;1.8;0.078;10;23;0.99636;3.53;0.61;10.4;5;US;California;Napa Valley;Napa;Bordeaux-style Red Blend;Spring Mountain Vineyard
11.3;0.36;0.66;2.4;0.123;3;8;0.99642;3.2;0.53;11.9;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Gris;Stanton Vineyard
11.3;0.36;0.66;2.4;0.123;3;8;0.99642;3.2;0.53;11.9;6;Argentina;Mendoza Province;Mendoza;;Malbec;Terrazas de Los Andes
7;0.51;0.09;2.1;0.062;4;9;0.99584;3.35;0.54;10.5;5;Italy;Sicily & Sardinia;Sicilia;;Insolia;Cusumano
8.2;0.32;0.42;2.3;0.098;3;9;0.99506;3.27;0.55;12.3;6;Israel;Galilee;;;White Blend;Dalton
7.7;0.58;0.01;1.8;0.088;12;18;0.99568;3.32;0.56;10.5;7;France;Alsace;Alsace;;Pinot Gris;Domaine Barmès-Buecher
8.6;0.83;0;2.8;0.095;17;43;0.99822;3.33;0.6;10.4;6;US;California;Happy Canyon of Santa Barbara;Central Coast;Sauvignon Blanc;Dragonette
7.9;0.31;0.32;1.9;0.066;14;36;0.99364;3.41;0.56;12.6;6;US;Oregon;Oregon;Oregon Other;Pinot Gris;Firesteed
6.4;0.795;0;2.2;0.065;28;52;0.99378;3.49;0.52;11.6;5;US;Oregon;Rogue Valley;Southern Oregon;Grenache;Folin Cellars
7.2;0.34;0.21;2.5;0.075;41;68;0.99586;3.37;0.54;10.1;6;Spain;Northern Spain;Valdeorras;;Mencía;Gaba do Xil
7.7;0.58;0.01;1.8;0.088;12;18;0.99568;3.32;0.56;10.5;7;Spain;Northern Spain;Bizkaiko Txakolina;;White Blend;Gorka Izagirre
7.1;0.59;0;2.1;0.091;9;14;0.99488;3.42;0.55;11.5;7;US;California;Carneros;Napa-Sonoma;Chardonnay;Grgich Hills
7.3;0.55;0.01;1.8;0.093;9;15;0.99514;3.35;0.58;11;7;Spain;Northern Spain;Ribera del Duero;;Tempranillo;Linaje Garsea
8.1;0.82;0;4.1;0.095;5;14;0.99854;3.36;0.53;9.6;5;New Zealand;Marlborough;;;Pinot Gris;Omaka Springs
7.5;0.57;0.08;2.6;0.089;14;27;0.99592;3.3;0.59;10.4;6;US;California;Arroyo Seco;Central Coast;Chardonnay;Ventana
8.9;0.745;0.18;2.5;0.077;15;48;0.99739;3.2;0.47;9.7;6;France;Alsace;Alsace;;Pinot Blanc;Vieil Armand
10.1;0.37;0.34;2.4;0.085;5;17;0.99683;3.17;0.65;10.6;7;Italy;Sicily & Sardinia;Terre Siciliane;;Nero d'Avola;Viticultori Associati Canicatti
7.6;0.31;0.34;2.5;0.082;26;35;0.99356;3.22;0.59;12.5;7;Italy;Sicily & Sardinia;Etna;;Carricante;Vivera
7.3;0.91;0.1;1.8;0.074;20;56;0.99672;3.35;0.56;9.2;5;US;Oregon;Walla Walla Valley (OR);Oregon Other;Syrah;WildAire
8.7;0.41;0.41;6.2;0.078;25;42;0.9953;3.24;0.77;12.6;7;New Zealand;Hawke's Bay;;;Merlot-Malbec;Mills Reef
8.9;0.5;0.21;2.2;0.088;21;39;0.99692;3.33;0.83;11.1;6;Spain;Galicia;Rías Baixas;;Albariño;Pazo Torrado
7.4;0.965;0;2.2;0.088;16;32;0.99756;3.58;0.67;10.2;5;Argentina;Mendoza Province;Mendoza;;Malbec;Sur de los Andes
6.9;0.49;0.19;1.7;0.079;13;26;0.99547;3.38;0.64;9.8;6;New Zealand;Hawke's Bay;;;Bordeaux-style Red Blend;Babich
8.9;0.5;0.21;2.2;0.088;21;39;0.99692;3.33;0.83;11.1;6;Spain;Northern Spain;Rioja;;Red Blend;Rentas de Fincas
9.5;0.39;0.41;8.9;0.069;18;39;0.99859;3.29;0.81;10.9;7;Austria;Niederösterreich;;;Grüner Veltliner;Setzer
6.4;0.39;0.33;3.3;0.046;12;53;0.99294;3.36;0.62;12.2;6;Italy;Northeastern Italy;Isonzo del Friuli;;Pinot Grigio;Tenuta Luisa
6.9;0.44;0;1.4;0.07;32;38;0.99438;3.32;0.58;11.4;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Honeywood Winery
7.6;0.78;0;1.7;0.076;33;45;0.99612;3.31;0.62;10.7;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;White Blend;I Clivi
7.1;0.43;0.17;1.8;0.082;27;51;0.99634;3.49;0.64;10.4;5;US;California;Napa Valley;Napa;Merlot;Irony
9.3;0.49;0.36;1.7;0.081;3;14;0.99702;3.27;0.78;10.9;6;France;Languedoc-Roussillon;Vin de Pays d'Oc;;Cabernet Sauvignon;Kedar's K'orus
9.3;0.5;0.36;1.8;0.084;6;17;0.99704;3.27;0.77;10.8;6;France;Languedoc-Roussillon;Vin de Pays d'Oc;;Chardonnay;Kedar's K'orus
7.1;0.43;0.17;1.8;0.082;27;51;0.99634;3.49;0.64;10.4;5;US;California;California;California Other;Merlot;Little Black Dress
8.5;0.46;0.59;1.4;0.414;16;45;0.99702;3.03;1.34;9.2;5;Spain;Galicia;Rías Baixas;;White Blend;Marqués de Vizhoja
5.6;0.605;0.05;2.4;0.073;19;25;0.99258;3.56;0.55;12.9;5;US;California;California;California Other;Pinot Grigio;Estancia
8.3;0.33;0.42;2.3;0.07;9;20;0.99426;3.38;0.77;12.7;7;Spain;Northern Spain;Rioja;;Tempranillo Blend;Finca La Emperatriz
8.2;0.64;0.27;2;0.095;5;77;0.99747;3.13;0.62;9.1;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;Ribolla Gialla;Vinai dell'Abbate
8.2;0.64;0.27;2;0.095;5;77;0.99747;3.13;0.62;9.1;6;Austria;Kremstal;;;Zweigelt;Winzer Krems
8.9;0.48;0.53;4;0.101;3;10;0.99586;3.21;0.59;12.1;7;Austria;Niederösterreich;;;Grüner Veltliner;Graf Hardegg
7.6;0.42;0.25;3.9;0.104;28;90;0.99784;3.15;0.57;9.1;5;Chile;Central Valley;;;Red Blend;Botalcura
9.9;0.53;0.57;2.4;0.093;30;52;0.9971;3.19;0.76;11.6;7;US;California;Central Coast;Central Coast;Syrah;Bridgeway
8.9;0.48;0.53;4;0.101;3;10;0.99586;3.21;0.59;12.1;7;Italy;Northeastern Italy;Delle Venezie;;Pinot Grigio;Calatrasi
11.6;0.23;0.57;1.8;0.074;3;8;0.9981;3.14;0.7;9.9;6;France;Southwest France;Monbazillac;;Bordeaux-style White Blend;Château Bélingard
9.1;0.4;0.5;1.8;0.071;7;16;0.99462;3.21;0.69;12.5;8;France;France Other;Patrimonio;;Red Blend;Clos Teddi
8;0.38;0.44;1.9;0.098;6;15;0.9956;3.3;0.64;11.4;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;Friulano;Colutta
10.2;0.29;0.65;2.4;0.075;6;17;0.99565;3.22;0.63;11.8;6;South Africa;Darling;;;Cabernet Sauvignon-Merlot;Ormonde
8.2;0.74;0.09;2;0.067;5;10;0.99418;3.28;0.57;11.8;6;Italy;Sicily & Sardinia;Sicilia;;Red Blend;Principe di Corleone
7.7;0.61;0.18;2.4;0.083;6;20;0.9963;3.29;0.6;10.2;6;Portugal;Port;;;Port;Sandeman
6.6;0.52;0.08;2.4;0.07;13;26;0.99358;3.4;0.72;12.5;7;US;California;Amador County;Sierra Foothills;Zinfandel;Scott Harvey
11.1;0.31;0.53;2.2;0.06;3;10;0.99572;3.02;0.83;10.9;7;US;California;Sonoma Coast;Sonoma;Pinot Noir;Sea Slopes
11.1;0.31;0.53;2.2;0.06;3;10;0.99572;3.02;0.83;10.9;7;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Trisaetum
8;0.62;0.35;2.8;0.086;28;52;0.997;3.31;0.62;10.8;5;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Bergström
9.3;0.33;0.45;1.5;0.057;19;37;0.99498;3.18;0.89;11.1;7;US;Oregon;Willamette Valley;;Pinot Noir;Bergström
7.5;0.77;0.2;8.1;0.098;30;92;0.99892;3.2;0.58;9.2;5;Italy;Piedmont;Barolo;;Nebbiolo;Mauro Veglio
7.2;0.35;0.26;1.8;0.083;33;75;0.9968;3.4;0.58;9.5;6;Portugal;Douro;;;Portuguese Red;Poças
8;0.62;0.33;2.7;0.088;16;37;0.9972;3.31;0.58;10.7;6;Portugal;Port;;;Port;Quinta do Vesuvio
7.5;0.77;0.2;8.1;0.098;30;92;0.99892;3.2;0.58;9.2;5;Australia;South Australia;Barossa Valley;;Shiraz;Schild Estate
9.1;0.25;0.34;2;0.071;45;67;0.99769;3.44;0.86;10.2;7;US;California;Carneros;Napa-Sonoma;Chardonnay;Shafer
9.9;0.32;0.56;2;0.073;3;8;0.99534;3.15;0.73;11.4;6;France;Loire Valley;Sancerre;;Pinot Noir;Alphonse Mellot
8.6;0.37;0.65;6.4;0.08;3;8;0.99817;3.27;0.58;11;5;Italy;Piedmont;Barolo;;Nebbiolo;Ascheri
8.6;0.37;0.65;6.4;0.08;3;8;0.99817;3.27;0.58;11;5;US;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Bergström
7.9;0.3;0.68;8.3;0.05;37.5;278;0.99316;3.01;0.51;12.3;7;US;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Big Table Farm
10.3;0.27;0.56;1.4;0.047;3;8;0.99471;3.16;0.51;11.8;6;US;Oregon;Ribbon Ridge;Willamette Valley;Riesling;Trisaetum
7.9;0.3;0.68;8.3;0.05;37.5;289;0.99316;3.01;0.51;12.3;7;US;Oregon;Dundee Hills;Willamette Valley;Riesling;Trisaetum
7.2;0.38;0.3;1.8;0.073;31;70;0.99685;3.42;0.59;9.5;6;US;Oregon;Walla Walla Valley (OR);Oregon Other;Syrah;Horsepower
8.7;0.42;0.45;2.4;0.072;32;59;0.99617;3.33;0.77;12;6;US;California;Diamond Mountain District;Napa;Malbec;J. Davies
7.2;0.38;0.3;1.8;0.073;31;70;0.99685;3.42;0.59;9.5;6;France;Loire Valley;Saumur-Champigny;;Cabernet Franc;Château de Parnay
6.8;0.48;0.08;1.8;0.074;40;64;0.99529;3.12;0.49;9.6;5;US;California;Rutherford;Napa;Zinfandel;Tres Sabores
8.5;0.34;0.4;4.7;0.055;3;9;0.99738;3.38;0.66;11.6;7;US;Oregon;Willamette Valley;;Riesling;Trisaetum
7.9;0.19;0.42;1.6;0.057;18;30;0.994;3.29;0.69;11.2;6;US;California;Sonoma Coast;Sonoma;Pinot Noir;Williams Selyem
11.6;0.41;0.54;1.5;0.095;22;41;0.99735;3.02;0.76;9.9;7;US;Oregon;Walla Walla Valley (OR);Oregon Other;Syrah;Cayuse
11.6;0.41;0.54;1.5;0.095;22;41;0.99735;3.02;0.76;9.9;7;US;California;Napa Valley;Napa;Cabernet Franc;Chappellet
10;0.26;0.54;1.9;0.083;42;74;0.99451;2.98;0.63;11.8;8;Portugal;Port;;;Port;Churchill's
7.9;0.34;0.42;2;0.086;8;19;0.99546;3.35;0.6;11.4;6;US;California;Sonoma Coast;Sonoma;Pinot Noir;Cobb
7;0.54;0.09;2;0.081;10;16;0.99479;3.43;0.59;11.5;6;US;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Dion
9.2;0.31;0.36;2.2;0.079;11;31;0.99615;3.33;0.86;12;7;France;Loire Valley;Sancerre;;Pinot Noir;Domaine Bernard Fleuriet et Fils
6.6;0.725;0.09;5.5;0.117;9;17;0.99655;3.35;0.49;10.8;6;US;Oregon;Eola-Amity Hills;Willamette Valley;Pinot Noir;Drouhin Oregon Roserock
9.4;0.4;0.47;2.5;0.087;6;20;0.99772;3.15;0.5;10.5;5;US;California;Napa Valley;Napa;Cabernet Sauvignon;Robert Mondavi
6.6;0.725;0.09;5.5;0.117;9;17;0.99655;3.35;0.49;10.8;6;Chile;Maipo Valley;;;Red Blend;Santa Alicia
8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4;5;US;Washington;Yakima Valley;Columbia Valley;Viognier;Stevens
8;0.31;0.45;2.1;0.216;5;16;0.99358;3.15;0.81;12.5;7;US;California;Napa Valley;Napa;Chardonnay;Rutherford Ranch
8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4;5;US;California;Paso Robles;Central Coast;G-S-M;Sextant
8.4;0.34;0.42;2.1;0.072;23;36;0.99392;3.11;0.78;12.4;6;Chile;Maule Valley;;;Red Blend;Valdivieso
